اب	أب,آب,أَبّ,أَب,إِبّ
كشح	كَشَح-َ,كُشْح,كَشْح,شُحّ
كشر	كَشَّر,شَرّ,كَشَر-ِ
كشفة	شِفّ,كَشَف-ِ,كَشْف,كاشِف,شَفَة
كشفريد	NEWMORPH
كشفل	NEWMORPH
كشكينان	NEWMORPH
كشمر	شَمَر
كشميهن	شَمِّيّ
كشور	NEWMORPH
كفافة	كِفاف,كَفاف,كِفَّة,كِفافَة
كفة	كَفّ,كُفَّة,كِفَّة
كفت	كَفَت-ِ,كِفْت,كَفّ,كَفَى-ِ,كَفَّت
كفجين	فَجّ
كفرباويط	NEWMORPH
كفربطنا	NEWMORPH
كفربيا	NEWMORPH
كفرتبيل	NEWMORPH
كفرتكيس	NEWMORPH
كفرتوثا	NEWMORPH
كفرجديا	NEWMORPH
كفرحجر	NEWMORPH
كفردبين	NEWMORPH
كفرروما	NEWMORPH
كفرزمار	NEWMORPH
كفرزنس	NEWMORPH
كفرسابا	NEWMORPH
كفرسبت	NEWMORPH
كفرسلام	NEWMORPH
كفرسوت	NEWMORPH
كفرسوسية	NEWMORPH
كفرطاب	NEWMORPH
كفرعزا	NEWMORPH
كفرعزون	NEWMORPH
كفرغما	NEWMORPH
كفركنا	فَرْك
كفرلاب	NEWMORPH
كفرلاثا	NEWMORPH
كفرلهثا	NEWMORPH
كفرمثرى	NEWMORPH
كفرمندة	NEWMORPH
كفرنبو	NEWMORPH
كفرنجد	NEWMORPH
كفرنغد	NEWMORPH
كفرية	كَفَر,فِرْيَة,فَرِيّ
كفشيشيوان	NEWMORPH
كفين	فِين,كَفّ,كَفَى-ِ
كقولك	قَوْل
كلاباذ	NEWMORPH
كلار	NEWMORPH
كلارجه	NEWMORPH
كلاشكرد	NEWMORPH
كلاع	NEWMORPH
كلاف	كَلّاف
كلالى	كَلال
كلام	لام,كَلام
كلامين	لام
كلان	NEWMORPH
كلاه	لاهِي,كُلْوَة
كلاوتان	NEWMORPH
كلب	كَلَب,كَلِب,كَلْب,كَلِب-َ,لُبّ,كَلَّب
كلبة	كَلَب,كَلِب,لِبَّة,لَبَّة,كَلْب,لُبّ,كَلَّب,كَلْبَة
كلخباقان	NEWMORPH
كلختجان	NEWMORPH
كلز	لَزّ
كلفى	كَلِف,أَكْلَف,كُلْفَة,لِفّ,لَفّ,كَلَف
كلك	كَلَك,كُلّ,لُكّ,لَكّ
كلكبود	NEWMORPH
كلكس	NEWMORPH
كلكوى	NEWMORPH
كلمان	NEWMORPH
كلندى	NEWMORPH
كله	كُلّ,كُلَّة,أَكَل,كِلَّة
كلواذ	NEWMORPH
كلواذة	NEWMORPH
كلواذى	NEWMORPH
كلوة	كُلْوَة,أَكَل
كلية	كُلْوَة,لَيّ,كُلِّيَّة,أَكَل,كُلِّيّ,لَيَّة
كليجرد	NEWMORPH
كليل	كَلِيل,لَيْل
كلين	لِين,لَيِّن
كليوان	لِيوان
كمارى	مارِي,مارّ
كمام	كِمام
كمخ	مُخّ,كَمَخ-َ
كمران	مِران
كمرة	مَرّ,كَمَرَة,مُرّ,مَرَّة,كَمَر
كمرجة	مَرْج,مَرَج
كمرد	مَرَدّ,أَمْرَد
كمزار	مَزار
كمسان	مِسَنّ
كمع	NEWMORPH
كملى	مُلَّى,مَلَى,مِلِّيّ,مَلّ,مَلِيّ
كمم	كَمَّم
كمنجث	NEWMORPH
كمندان	NEWMORPH
كمندة	NEWMORPH
كمينان	كَمِين
كن	كِين,كَنّ-ِ,كان,كَنّ
كنابيل	NEWMORPH
كنابين	ناب,نابِي
كناثر	ناثِر
كنارك	نار,كَنار
كناس	ناس,ناسِي,كَنّاس
كناوه	NEWMORPH
كنب	كَنَب,كَنِب
كنبانية	NEWMORPH
كنبوت	نَبُّوت
كنة	كُنْه,كَنّ-ِ,كان,كَنّ,كُنَّة,كَنَّة
كنتدة	NEWMORPH
كنثيل	NEWMORPH
كنجة	NEWMORPH
كنجرستاق	NEWMORPH
كنجروذ	NEWMORPH
كنجكان	NEWMORPH
كند	نَدّ,نِدّ
كنداكين	NEWMORPH
كندانج	NEWMORPH
كندة	نَدّ,نَدْه,نِدّ
كندر	نَدْر,كُنْدُر
كندران	NEWMORPH
كندسروان	NEWMORPH
كندكين	NEWMORPH
كندلان	NEWMORPH
كندوان	نَدْوان
كندير	NEWMORPH
كنر	NEWMORPH
كنزة	نَزَّة,كِنْزَة,نَزّ,نَزَه,كَنَز-ِ,نَزِه,نُزَه,كَنْز,كَنِز
كنسروان	NEWMORPH
كنطي	نَطّ
كنعان	كَنْعان
كنفى	نَفِيّ,نَفْي,كَنِيف,كَنَف
كنك	نِك,كَنّ-ِ,كان,كَنّ
كنكار	NEWMORPH
كنكور	NEWMORPH
كنن	كَنّ-ِ
كنهل	نَهْل
كنون	كَنا,نُون
كنيكر	NEWMORPH
كهاتان	NEWMORPH
كهال	هال,كَهْل,هَيْل
كهك	NEWMORPH
كهلان	كَهْل
كهيلة	هَيْل
كوار	NEWMORPH
كواكب	كَوْكَب
كوال	والِي,كُوال
كوبان	كوان
كوبانان	NEWMORPH
كوبنجان	NEWMORPH
كوبيان	كُوبِيّ
كوتم	NEWMORPH
كوث	NEWMORPH
كوثابه	وَثّاب
كوثر	وَثِر,كَوْثَر
كوثى	NEWMORPH
كود	وُدّ,كَوَّد
كوذب	NEWMORPH
كور	كُورَة,كَوَّر,كُور
كوران	NEWMORPH
كورداباذ	NEWMORPH
كوزا	كُوز
كوزكنان	NEWMORPH
كوساء	NEWMORPH
كوسين	NEWMORPH
كوشان	NEWMORPH
كوعة	كُوع
كوفا	NEWMORPH
كوفان	NEWMORPH
كوفد	وَفْد
كوفن	NEWMORPH
كوفياباذقان	NEWMORPH
كوك	كَوَّك,كُوك
كوكب	وَكْب,كَوْكَب
كوكبان	وَكَبان,كَوْكَب
كوكبى	وَكْب,كَوْكَبِيّ,كَوْكَب
كوكو	NEWMORPH
كول	كُول
كولان	كُولان
كوم	كَوْم,كَوْمَة,كَوَّم,كُوم
كومح	NEWMORPH
كومخان	NEWMORPH
كومل	NEWMORPH
كوملاذ	NEWMORPH
كوميد	NEWMORPH
كومين	كَوْم
كونجان	NEWMORPH
كوهك	NEWMORPH
كوهيار	NEWMORPH
كوير	NEWMORPH
كويلح	NEWMORPH
كيخاران	NEWMORPH
كيدمة	NEWMORPH
كير	كِير
كيران	كِير
كيرداباذ	NEWMORPH
كيركابان	NEWMORPH
كيز	NEWMORPH
كيسب	NEWMORPH
كيسوم	NEWMORPH
كيش	NEWMORPH
كيف	كَيْف,كَيْفَ
كيفا	كَيْف
كيفانة	NEWMORPH
كيل	كَيَّل,كَيْل
كيلاهجان	NEWMORPH
كيلكى	NEWMORPH
كيلين	NEWMORPH
كيمارج	NEWMORPH
كيماك	NEWMORPH
لابة	آب,لاب,آبِه,أَبَه,أَبّ,أَبَه-َِ
لاحج	حَجّ
لاذر	ذَرّ,وَذِر-َ
لاذكرد	NEWMORPH
لارجان	أَرِج
لاردة	أَرَدّ,رَدّ,وَرَد-ِ
لارز	أَرَزّ,رَزّ,رُزّ,أَرْز
لاز	أَزّ
لاشكرد	NEWMORPH
لاعة	NEWMORPH
لافت	فَتّ,لاف,لافِت
لاكمالان	NEWMORPH
لامجان	NEWMORPH
لامس	أَمَسّ,أَمْس,لامَس,وَمَس-ِ,مَسّ-َ
لامش	مَشّ
لامغان	NEWMORPH
لانجش	جاش-ِ,جَشّ
لاهج	هَجّ,وَهَج-ِ
لاهون	لاهِي,هَوَّن,أَهْوَن,هان
لاوجه	وَجَّه,أَوْج
لاوي	لاوِي,أَوَى-ِ,أَوَّى,آوَى
لاى	أَيّ
لاي	أَيّ
لب	لَبّ-َُ,لُبّ,لَبّ
لبا	لَبّ-َُ,لُبّ,لَبّ
لباب	باب
لبابة	بابِه,باب
لباح	باح
لبب	لَبَب,لَبَّب
لبدة	لَبَّد,لِبْدَة,لِبْد,لُبَد,بُدّ,لَبِد,لَبَد,لُبْدَة,بَدَه-َ,بَدّ
لبشمون	NEWMORPH
لبطيط	NEWMORPH
لبلة	أَبْلَه,بَلّ,بَلّ-ِ,بَلَه,بَلِه-َ,بِلّ,بِلَّة
لبن	بُنّ,لِبْن,لَبِنَة,لاب,بِن,لَبَن,لَبَّن,بان-ِ
لبنان	بَنان,لُبْنان
لبنة	بُنّ,لِبْنَة,لِبْن,لَبِنَة,لاب,لَبَن
لبنى	بُنّ,لَبَنِيّ,لُبْنَى,لِبْن,لَبِنَة,بِنْيَة,بَنَى-ِ,بَنِي,بِن,لَبَن,بُنَيّ,لَبّ
لبوان	NEWMORPH
لبون	لَبُون,لَبِنَة,بَون
لبيرى	بِيرِي,لِيبِيرِيّ
لبينة	بَيِّنَة,بَيَّن,بَيْنَ,لَبَّى,بَيِّن
لتنكشة	نَكَش-َِ
لثجة	NEWMORPH
لثلث	ثُلْث,ثَلَّث
لجا	لُجّ,لَجّ-َِ
لجاة	جاه
لجان	جانِي,لَجْنَة,جان
لجم	لَجَّم,جَمّ,لَجَم,جَمّ-ُِ,لِجام,لَجْم
لجنياته	جَنْي
لحاء	لِحاء,حاء
لحج	لَحَج,حَجّ
لحظة	لَحْظَة,حَظّ,لَحَظ-َ,لَحْظ
لحف	لِحْف,حَفّ,لِحاف,حَفّ-ِ,لَحَف-َ
لحوظ	NEWMORPH
لحيان	حَيّ,لَحْي
لحيظ	NEWMORPH
لد	أَلَدّ,لِدّ,لَدّ
لرت	رُتّ
لرقة	رَقّ,رِقّ,رِقَّة
لسعى	لَسْع,سَعَى-َ,لَسِيع,سَعْي
لسلسى	سَلِس,سَلَس
لسنونة	سَنا
لسيس	NEWMORPH
لشبونة	لِشْبُونَة
لصاف	صافِي
لصبين	صَبِي-َ,صَبَّى
لصف	صَفّ
لصوب	صَوْب,صَوَّب
لطمين	طَمَى-ِ
لظى	لَظِي-َ,لَظَى
لعبا	عَبا,لَعِب-َ,عَبّ,لَعْب
لعباء	عَباء
لعس	عَسّ
لعلع	لَعْلَع
لغابر	غابِر
لغاط	NEWMORPH
لغوى	غَوَى-ِ,لَغْو,غَوِي-َ,لُغَوِيّ,غَوَّى
لفات	فات,لَفَّة,لَفات
لفت	أَلْفَت,فَتّ,لَفَت-ِ,لاف,لِفْت,فات,لَفْت,لَفّ,لَفَّت
لفتوان	NEWMORPH
لفلف	لَفْلَف
لفوان	NEWMORPH
لقاع	قاع
لقان	قانِئ,قانِي
لقرشان	قِرْش
لقط	قِطّ,لُقْطَة,لَقَط,قَطّ,لَقَّط
لقف	قَفّ,لَقْف,لَقِف-َ
لقنت	لَقِن-َ,لَقَّن,قَنَى-ِ,قَنا,قَنَت
لك	لِ-,لُكّ,لَكّ
لكان	كان,لَكّ
لكز	لَكَز,لَكِز,كَزّ,كُزّ,لَكْز
لماية	NEWMORPH
لمطة	مَطّ
لمغان	مَغْنَى
لنبان	أَبان
لنجوية	NEWMORPH
لهاب	هاب-َ,لُهاب,لَهْبان
لهاور	NEWMORPH
لهيا	لَهِي-َ,لُهِيّ,لَهَّى
لهيم	هَيَّم,هائِم
لواتة	لاوِي,وات
لوان	NEWMORPH
لوبة	وَبَه-َ,وَبْه
لوبيا	لُوبِياء
لوبياباذ	NEWMORPH
لوبية	NEWMORPH
لوخ	NEWMORPH
لوذ	NEWMORPH
لوذان	NEWMORPH
لوردجان	NEWMORPH
لورقة	وَرَق,وَرَّق
لوشة	NEWMORPH
لوكر	وَكْرَة,وَكْر,وَكَّر
لولخان	NEWMORPH
لؤلؤة	لُؤْلُؤ
لوهور	NEWMORPH
لوية	NEWMORPH
ليانجل	NEWMORPH
لية	وَهَى-ِ,لَيّ,لَيَّة
ليع	وَعَى-ِ
ليلش	NEWMORPH
ليلون	لَوَّن
ليلى	لَيْلَى,وَلِي-ِ,لَيْل,لَيْلِيّ
ليموسك	NEWMORPH
لين	وَنَى-ِ,يِن,لَيَّن,لِين,لَيِّن
لينة	نَها,وَنَى-ِ,يِن,لَيَّن,لِين,لَيِّن,نَهَى-ِ,أَنْهَى
ماب	NEWMORPH
مابد	NEWMORPH
مابرسام	NEWMORPH
ماتيرب	NEWMORPH
ماجان	NEWMORPH
ماجج	NEWMORPH
ماجد	ماجِد
ماجرم	NEWMORPH
ماجن	ماجَن,ماجِن
ماجندان	NEWMORPH
ماخ	NEWMORPH
ماخان	NEWMORPH
ماخوان	NEWMORPH
ماذانكت	NEWMORPH
ماذران	NEWMORPH
ماذرايا	NEWMORPH
ماذروستان	NEWMORPH
مارب	NEWMORPH
ماربانان	NEWMORPH
مارث	NEWMORPH
مارد	مارِد
ماردة	مارِد
ماردين	مارِد
مارشك	NEWMORPH
مارمل	NEWMORPH
ماروان	NEWMORPH
مارية	مارّ
مازج	مازَج
مازر	NEWMORPH
مازل	NEWMORPH
مازن	مازِن
مازندران	NEWMORPH
ماسبذان	NEWMORPH
ماستي	ماس,ماسّ
ماسح	ماسَح,ماسِح
ماسخ	NEWMORPH
ماسط	NEWMORPH
ماسكان	NEWMORPH
ماسكنات	NEWMORPH
ماسل	NEWMORPH
ماسوراباذ	NEWMORPH
ماشان	NEWMORPH
ماشتكين	NEWMORPH
ماشية	ماشِيَة,ماشِي
ماعزة	ماعِز,ماعِزَة
ماغرة	NEWMORPH
ماقلاصان	NEWMORPH
ماكسين	NEWMORPH
مالان	NEWMORPH
مالبان	NEWMORPH
مالطة	مالْطا
مالقة	مالَقَة,مالَق
مالين	NEWMORPH
مامطير	NEWMORPH
ماند	وَدَى-ِ
ماندكان	NEWMORPH
مانق	وَقَى-ِ
مانقان	NEWMORPH
ماهان	NEWMORPH
ماهياباذ	NEWMORPH
ماهيان	مائِيّ
ماوان	NEWMORPH
ماوانة	NEWMORPH
ماوشان	NEWMORPH
ماوية	مائِيّ,مائِيَّة
ماوين	NEWMORPH
مائد	مائِد
مايدشت	NEWMORPH
مائر	NEWMORPH
مائق	NEWMORPH
مايمرغ	مَرَّغ,أَمْرَغ
مائين	NEWMORPH
مبايض	NEWMORPH
مبرة	مَبَرَّة
مبرك	NEWMORPH
مبركان	NEWMORPH
مبعوق	NEWMORPH
مبلت	NEWMORPH
مبهل	NEWMORPH
مبين	مُبِين,مُبَيِّن
متالع	NEWMORPH
متريس	NEWMORPH
متلجتم	NEWMORPH
متن	مَتْن,مَتَن,مَتَّن,مات
متوث	NEWMORPH
متيجة	NEWMORPH
مثر	NEWMORPH
مثعر	NEWMORPH
مثعلب	NEWMORPH
مثقب	NEWMORPH
مثوب	NEWMORPH
مثوة	NEWMORPH
مجاح	NEWMORPH
مجالخ	NEWMORPH
مجانة	مِجَنّ,مَجّان,ماجِن,مَجانَة
مجبست	NEWMORPH
مجداباذ	NEWMORPH
مجدل	مَجْدَل
مجدليابة	NEWMORPH
مجدوان	NEWMORPH
مجدول	مَجْدُول
مجدون	مُجْدِي,مُجِدّ
مجذونية	NEWMORPH
مجر	مَجَرّ,مَجَر
مجريط	مَجْرِيط
مجسد	مُجَسَّد
مجنب	NEWMORPH
مجنة	مِجَنّ,ماج,مَجَن
مجنح	مُجَنَّح
مجنقون	NEWMORPH
مجيرة	مُجِير
محا	مَحا,مُحّ,مَحّ
محبل	NEWMORPH
محبلة	NEWMORPH
محتد	مُحْتَدّ,مَحْتِد
محجر	مَحْجَر,مَحْجِر
محجن	مِحْجَن
محراج	NEWMORPH
محرمة	مَحْرَم,مَحْرَمَة,مُحَرَّم
محريط	NEWMORPH
محسر	NEWMORPH
محصن	مُحَصَّن,مَحَّص,مُحْصَن,مَحَص-َ,مُحْصِن
محضر	مُحَضَّر,مَحْضَر,مُحَضِّر
محضرة	مُحَضَّر,مَحْضَر,مُحَضِّر
محضوراء	NEWMORPH
محلم	NEWMORPH
محمة	مِحَمّ
محمداباذ	NEWMORPH
محمر	مُحَمَّر
محنب	NEWMORPH
محنة	ماح-ِ,مَحَن-َ,مِحْنَة
محواش	NEWMORPH
محورة	مِحْوَر,مُحَوَّر,مَحْوَر
محياه	مَحَّى
محيص	مَحِيص
محيلات	مُحِيل
مخاشن	NEWMORPH
مخايل	مَخِيلَة
مختاران	مُخْتار
مخدرة	مُخَدَّر,مُخَدِّر
مخرفة	مُخَرِّف,مَخْرَفَة
مخرمة	مُخَرَّم
مخرىء	NEWMORPH
مخضوراء	NEWMORPH
مخطط	مُخَطِّط,مُخَطَّط
مخفق	NEWMORPH
مخمد	NEWMORPH
مخمر	مُخَمَّر
مخمسة	مُخَمَّس
مخيض	مَخِيض
مخيط	مِخْيَط,مُخَّيْط
مخيل	مُخِيل
مداخل	مَدْخَل
مدالة	NEWMORPH
مدام	مُدام,مَدام
مدبج	مُدَبَّج
مدر	مُدِرّ,مَدَر
مدران	مُدِرّ
مدرج	مُدْرَج,مَدْرَج,مُدَرَّج
مدرك	مُدِرّ,مُدْرِك,مَدَر
مدرى	مُدِرّ,مَدَر,مِدْرَى
مدع	مُدَّعِي
مدعا	NEWMORPH
مدفار	NEWMORPH
مدلين	مُدِلّ
مديانكث	NEWMORPH
مدين	مُدِين,مَدِين
مذحج	NEWMORPH
مذر	مَذِر-َ,مَذَّر,مَذِر,مَذَر
مذعر	NEWMORPH
مذعى	NEWMORPH
مذفار	NEWMORPH
مذود	مِذْوَد
مذيامجكث	NEWMORPH
مذيانكن	NEWMORPH
مذيح	NEWMORPH
مذينب	NEWMORPH
مر	مَرّ,مُرّ
مرابض	مَرْبِض
مراة	مَرّ,مُرّ
مراخ	NEWMORPH
مراد	مُراد,مارِد,مَراد,مَرّاد
مرازم	NEWMORPH
مراغة	NEWMORPH
مراقية	مِرْقاة
مراكش	مَرّاكِش,مَرّاكُش
مرامر	NEWMORPH
مران	مُرّ,مِران
مرانة	مِران
مراهط	NEWMORPH
مرباط	NEWMORPH
مربالا	NEWMORPH
مربخ	NEWMORPH
مربع	مَرْبَع,مُرَبَّع
مربله	NEWMORPH
مربوط	مَرْبُوط
مربولة	NEWMORPH
مربيطر	NEWMORPH
مرت	مار,مار-ِ,مَرّ
مرتج	مُرْتَجّ
مرتحوان	NEWMORPH
مرج	مَرَج,مَرْج
مرجبى	NEWMORPH
مرجح	مَرْجَح,مُرَجِّح,مُرَجَّح
مرجم	NEWMORPH
مرجيق	NEWMORPH
مرحب	مَرْحَب,مُرَحِّب
مرحض	NEWMORPH
مرحيا	NEWMORPH
مرخ	مَرَخ-َ,مَرْخ,مَرِخ,مَرَّخ
مرخة	مَرَخ-َ,مَرْخ,مَرِخ,مَرَّخ
مردا	مَرَّد,مَرَدّ,مَرَد,أَمْرَد
مرداء	مَرِيد,أَمْرَد
مردان	مَرَدّ
مرز	مَرَزّ
مرزنكى	NEWMORPH
مرزوها	NEWMORPH
مرس	مَرْس,مَرِس,مَرَس
مرست	مَرَس
مرسية	مَرِس,مُرْسِيَة
مرشانة	NEWMORPH
مرصفا	NEWMORPH
مرعش	NEWMORPH
مرغاب	NEWMORPH
مرغبان	NEWMORPH
مرغبون	NEWMORPH
مرغة	مَرَّغ
مرغريطة	NEWMORPH
مرغينان	NEWMORPH
مرفق	مِرْفَق,مُرْفَق
مرق	مَرَق,مَرَّق
مرقية	NEWMORPH
مركلان	NEWMORPH
مركه	NEWMORPH
مركوب	مَرْكُوب
مركوز	NEWMORPH
مركيش	NEWMORPH
مرماجنة	NEWMORPH
مرمل	NEWMORPH
مرمى	مَرْمَى,مَرْمِيّ
مرند	NEWMORPH
مرو	مَرْو,مَرْوَة
مروان	مَرْوان
مروذ	NEWMORPH
مروراة	NEWMORPH
مريجز	NEWMORPH
مريح	مُرِيح,مِرِّيح
مريخ	مِرِّيخ
مريد	مَرِيد,مُرِيد
مريسة	مَرِيسَة
مريع	مَرِيع,مُرِيع
مريفق	NEWMORPH
مريمين	NEWMORPH
مرين	مُرّ
مريوط	NEWMORPH
مزاحم	مُزاحِم
مزج	مَزَج,مَزْج
مزدقان	NEWMORPH
مزرنكن	NEWMORPH
مزرين	مُزْرِي,مُزْرَى
مزن	مُزْن,ماز-ِ
مزنوى	NEWMORPH
مزيد	مَزِيد
مسانة	مِسَنّ
مسبر	مِسْبَر
مستينان	NEWMORPH
مسحلان	مِسْحَل
مسرابا	NEWMORPH
مسرقان	NEWMORPH
مسروح	NEWMORPH
مسطاسة	NEWMORPH
مسطح	مُسَطَّح
مسعط	مِسْعَط
مسفرا	مُسْفِر
مسقط	مَسْقَط
مسكة	مَسْك,مَسَّك,مُسْكَة,مِسْكَة,مِسْك,مَسَك,مَسْكَة
مسكر	مُسَكَّر,مُسْكِر
مسكن	مُسَكِّن,مَسّ,مَسَّك,مَسْكَن,مَسَك,مَسّ-َ
مسكى	مَسْك,مِسْك
مسلح	مُسَلِّح,مُسَلَّح
مسلحة	مُسَلِّح,مُسَلَّح
مسلوق	مَسْلُوق
مسلية	مُسَلِّي
مسنان	مِسَنّ,مُسِنّ
مسور	مُسَوَّر
مسوس	مُسَوِّس
مسولا	NEWMORPH
مسيحة	مُسَيَّح,مَسِيح
مسينان	NEWMORPH
مسيني	NEWMORPH
مشاحج	NEWMORPH
مشار	مُشار
مشان	NEWMORPH
مشتلة	مَشْتَل
مشتول	NEWMORPH
مشحاذ	NEWMORPH
مشحلا	NEWMORPH
مشخرة	NEWMORPH
مشرجة	NEWMORPH
مشرد	مُشَرَّد
مشرف	مُشَرِّف,مُشْرِف,مُشَرَّف,مَشْرَف
مشرق	مُشْرِق,مَشْرِق
مشرقين	مُشْرِق
مشروح	NEWMORPH
مشروق	NEWMORPH
مشريق	NEWMORPH
مشعل	مِشْعَل,مَشْعَل
مشغرى	NEWMORPH
مشقلقيل	NEWMORPH
مشكاذين	NEWMORPH
مشكان	NEWMORPH
مشكويه	NEWMORPH
مصر	مِصْر,مُصِرّ
مصراثا	NEWMORPH
مصقلاباذ	NEWMORPH
مصقلة	مِصْقَلَة
مصلحكان	NEWMORPH
مصلوق	NEWMORPH
مصنعة	مُصَنِّع,مَصْنَع,مُصَنَّع
مصياب	NEWMORPH
مصيرة	مَصِيرَة,مَصِير
مصيل	NEWMORPH
مضنونة	NEWMORPH
مطار	مَطار
مطارب	NEWMORPH
مطارة	مَطار
مطاره	مَطار
مطامير	NEWMORPH
مطر	مَطِر,مَطَر,مُطْرِي
مطرق	مُطْرِق,مِطْرَق
مطعم	مَطْعَم,مُطَعَّم
مطلح	NEWMORPH
مطلوب	مَطْلُوب
مطمورة	مَطْمُورَة,مَطْمُور
مطوعة	مُطَوِّع
مطيرة	مُطَيْر,مَطِير
مطيطة	NEWMORPH
مظة	NEWMORPH
مظعن	NEWMORPH
مظللة	مُظَلِّل
مظلم	مُظْلِم
مظلومة	مَظْلُوم
